,code,day,pe_ratio,pb_ratio,ps_ratio,pcf_ratio
2542,600616.XSHG,2017-09-29,87.8775,2.8623,5.5249,359.3152
2543,600617.XSHG,2017-09-29,52.651,2.5734,1.1398,-26.2871
2544,600618.XSHG,2017-09-29,-152.4834,6.2561,1.8826,420.4598
2545,600619.XSHG,2017-09-29,53.7915,3.4717,1.5348,-232.202
2546,600620.XSHG,2017-09-29,125.8245,3.4084,171.7561,-209.0944
2547,600621.XSHG,2017-09-29,-351.1198,2.2774,61.5086,16.3674
2548,600622.XSHG,2017-09-29,40.486999999999995,3.3832,7.4171,-20.7458
2549,600623.XSHG,2017-09-29,43.9811,1.4394,0.5403,28.6411
2550,600624.XSHG,2017-09-29,160.1514,4.9743,7.6239,51.8418
2551,600626.XSHG,2017-09-29,37.972,2.6976,0.7615,12.3447
2552,600628.XSHG,2017-09-29,12.8168,1.7516,2.515,8.0839
2553,600629.XSHG,2017-09-29,38.974000000000004,3.7274,1.7449,20.0823
2554,600630.XSHG,2017-09-29,688.3606,2.9148,1.2002,789.0346
2555,600633.XSHG,2017-09-29,14.003,3.0032,7.7845,30.253
2556,600634.XSHG,2017-09-29,54.7503,3.6596,5.135,17.5539
2557,600635.XSHG,2017-09-29,34.5402,2.1705,3.3839,13.1517
2558,600636.XSHG,2017-09-29,-25.921999999999997,2.4734,1.2032,95.6488
2559,600637.XSHG,2017-09-29,18.6179,2.0677,2.6352,-9.6492
2560,600638.XSHG,2017-09-29,15.8421,2.4151,5.9207,8.1403
2561,600639.XSHG,2017-09-29,30.8578,2.338,13.147,-49.8555
2562,600640.XSHG,2017-09-29,161.7012,3.4279,5.7764,-70.8796
2563,600641.XSHG,2017-09-29,4.8332,1.8812,2.6057,5.0577
2564,600642.XSHG,2017-09-29,11.947000000000001,1.1226,0.9183,51.4179
2565,600643.XSHG,2017-09-29,30.0846,3.0413,11.2724,-50.9089
2566,600644.XSHG,2017-09-29,37.1189,3.0948,1.9969999999999999,109.5873
2567,600645.XSHG,2017-09-29,362.44800000000004,7.2968,12.4097,-41.2484
2568,600647.XSHG,2017-09-29,167.7647,9.1039,49.55,525.7138
2569,600648.XSHG,2017-09-29,31.868000000000002,2.1824,2.5332,29.6713
2570,600649.XSHG,2017-09-29,16.5275,1.3611,4.2026,341.3548
2571,600650.XSHG,2017-09-29,38.5622,2.8795,3.8675,-172.5405
2572,600651.XSHG,2017-09-29,15.73,2.5313,1.2311,-150.6265
2573,600652.XSHG,2017-09-29,58.8545,3.7319999999999998,31.1012,-212.3573
2574,600653.XSHG,2017-09-29,-245.7426,2.9435,1.0331,-776.8084
2575,600654.XSHG,2017-09-29,581.1312,3.0361,2.4821,-72.4171
2576,600655.XSHG,2017-09-29,24.4936,1.4822,1.0143,116.8038
2577,600657.XSHG,2017-09-29,9.5805,1.0508,0.6557,-80.2542
2578,600658.XSHG,2017-09-29,22.6827,1.4903,6.2634,6.9213
2579,600660.XSHG,2017-09-29,20.8045,3.667,3.6023,-213.4816
2580,600661.XSHG,2017-09-29,33.7498,4.2322,4.1226,11.7325
2581,600662.XSHG,2017-09-29,64.1956,2.4330000000000003,1.6632,-22.9582
2582,600663.XSHG,2017-09-29,26.5811,5.5679,5.3956,-12.6228
2583,600664.XSHG,2017-09-29,19.5748,2.1301,1.1243,-89.0674
2584,600665.XSHG,2017-09-29,10.5405,1.4321,0.8966,9.1307
2585,600666.XSHG,2017-09-29,45.0372,8.0433,13.1894,-7336.2334
2586,600667.XSHG,2017-09-29,50.2244,2.7088,1.4884,22.7854
2587,600668.XSHG,2017-09-29,14.6393,2.5478,2.3932,106.3138
2588,600671.XSHG,2017-09-29,1541.6042,66.7712,29.2194,-2156.4497
2589,600673.XSHG,2017-09-29,63.7649,4.6501,2.9222,57.1373
2590,600674.XSHG,2017-09-29,12.3815,2.1691,48.9887,33.371
2591,600675.XSHG,2017-09-29,11.3781,3.4447,1.1403,4.5928
2592,600676.XSHG,2017-09-29,23.9699,1.4393,0.8921,6.2586
2593,600677.XSHG,2017-09-29,428.6024,2.4769,0.5707,611.5462
2594,600678.XSHG,2017-09-29,-250.7564,-1120.3986,36.7004,-5627.0361
2595,600679.XSHG,2017-09-29,114.178,6.8883,7.8683,166.6785
2596,600680.XSHG,2017-09-29,-8.6303,7.9813,9.7414,-70.9659
2597,600681.XSHG,2017-09-29,24.147,6.1668,7.4915,-49.0756
2598,600682.XSHG,2017-09-29,58.6,6.0487,2.5036,-338.5998
2599,600683.XSHG,2017-09-29,19.1002,2.7274,0.8503,5.2602
2600,600684.XSHG,2017-09-29,14.623,2.1367,1.2917,4.0493
2601,600685.XSHG,2017-09-29,482.36400000000003,3.641,1.6818,-15.3086
2602,600686.XSHG,2017-09-29,-12.4083,3.3827,0.6354,-125.5813
2603,600687.XSHG,2017-09-29,41.0871,3.5845,2.1611,-35.8533
2604,600688.XSHG,2017-09-29,12.5402,3.1039999999999996,0.8112,19.4452
2605,600689.XSHG,2017-09-29,20.0979,6.1497,2.4478,31.2675
2606,600690.XSHG,2017-09-29,14.9645,3.306,0.6223,13.3793
2607,600691.XSHG,2017-09-29,-13.4598,1.8141,0.3826,-280.0392
2608,600692.XSHG,2017-09-29,79.2625,7.0201,3.634,220.6256
2609,600693.XSHG,2017-09-29,54.5158,4.9997,2.4425,33.0237
2610,600694.XSHG,2017-09-29,15.478,1.5377,0.4064,-6.3664
2611,600695.XSHG,2017-09-29,75.5892,8.549,151.1531,60.1229
2612,600696.XSHG,2017-09-29,-5.4906,45.754,18.5468,27.0729
2613,600697.XSHG,2017-09-29,13.4797,2.0224,0.3373,38.066
2614,600698.XSHG,2017-09-29,1124.0903,14.3056,15.4996,-1620.9289999999999
2615,600699.XSHG,2017-09-29,40.8581,2.5252,1.3109,22.0943
2616,600701.XSHG,2017-09-29,68.3255,3.0745,4.6001,40.3478
2617,600702.XSHG,2017-09-29,110.4624,5.5789,8.4476,138.4301
2618,600703.XSHG,2017-09-29,34.7585,5.195,12.482000000000001,-63.0185
2619,600704.XSHG,2017-09-29,14.339,2.1526,0.1381,14.6434
2620,600705.XSHG,2017-09-29,21.2559,2.4205,5.525,-13.3854
2621,600706.XSHG,2017-09-29,58.9414,3.8728,3.3849,-483.9713
2622,600707.XSHG,2017-09-29,-26.9673,5.237,17.1638,-10.9496
2623,600708.XSHG,2017-09-29,10.9014,1.3854,0.561,21.4757
2624,600710.XSHG,2017-09-29,24.04,2.2974,0.1391,17.6326
2625,600711.XSHG,2017-09-29,44.3979,3.765,1.02,272.2844
2626,600712.XSHG,2017-09-29,-116.9794,4.6402,2.2651,-123.8358
2627,600713.XSHG,2017-09-29,29.9513,2.3444,0.2322,-98.7483
2628,600714.XSHG,2017-09-29,30.5586,5.7835,41.5013,14.6149
2629,600715.XSHG,2017-09-29,58.6975,5.8319,15.5784,17.6915
2630,600716.XSHG,2017-09-29,-189.6743,1.4822,3.3904,-14.3287
2631,600717.XSHG,2017-09-29,16.7459,1.2621,1.4183,-100.7722
2632,600718.XSHG,2017-09-29,11.2848,2.7052,3.0035,-157.8623
2633,600719.XSHG,2017-09-29,942.2795,4.0457,3.7311,-98.3107
2634,600720.XSHG,2017-09-29,22.1655,1.6413,1.4476,-89.8138
2635,600721.XSHG,2017-09-29,15.727,2.217,7.2211,28.0662
2636,600722.XSHG,2017-09-29,157.3247,7.225,8.4117,53.29600000000001
2637,600723.XSHG,2017-09-29,19.8156,1.8293,0.6291,-8.1079
2638,600724.XSHG,2017-09-29,-39.1731,2.4742,1.5958,-10.4475
2639,600725.XSHG,2017-09-29,1.9203,13.0381,2.7774,24.8937
2640,600726.XSHG,2017-09-29,-113.0042,2.4177,0.9532,-134.7778
2641,600727.XSHG,2017-09-29,80.8288,3.2114,6.7943,15.8738
2642,600728.XSHG,2017-09-29,124.3313,5.6407,5.2593,55.2909
2643,600729.XSHG,2017-09-29,21.7546,2.3483,0.3356,24.0512
2644,600730.XSHG,2017-09-29,7.1817,2.3214,16.3275,-16.4035
2645,600731.XSHG,2017-09-29,152.4474,3.4423,2.1806,137.9646
2646,600732.XSHG,2017-09-29,25.4251,6.7488,15.8753,39.6688
2647,600733.XSHG,2017-09-29,-320.2295,54.1258,924.6128,-791.263
2648,600734.XSHG,2017-09-29,50.9357,2.7496,1.2646,-19.7572
2649,600735.XSHG,2017-09-29,69.8837,5.7127,3.4646,117.0386
2650,600736.XSHG,2017-09-29,29.0705,1.5303,2.5664,21.6074
2651,600737.XSHG,2017-09-29,25.163,2.8322,1.11,31.2462
2652,600738.XSHG,2017-09-29,71.6276,4.189,6.1849,12.8986
2653,600739.XSHG,2017-09-29,25.3736,1.4180000000000001,2.4426,-57.8273
2654,600740.XSHG,2017-09-29,53.3258,3.8948,1.5211,19.8945
2655,600741.XSHG,2017-09-29,11.3843,2.0441,0.5413,11.9127
2656,600742.XSHG,2017-09-29,16.9819,2.108,0.7417,130.92600000000002
2657,600743.XSHG,2017-09-29,12.487,1.4703,1.3338,2.9514
2658,600744.XSHG,2017-09-29,-608.6411,2.3201,1.1302,-120.5498
2659,600745.XSHG,2017-09-29,83.7533,5.0972,1.0421,36.9835
2660,600746.XSHG,2017-09-29,52.4463,7.3588,4.9682,-191.9708
2661,600747.XSHG,2017-09-29,-48.964,2.0136,10.1536,-46.1782
2662,600748.XSHG,2017-09-29,20.8653,1.3903,1.9444,4.9317
2663,600749.XSHG,2017-09-29,-53.9665,8.539,31.9352,-19.0754
2664,600750.XSHG,2017-09-29,22.9779,3.3425,5.7652,67.4202
2665,600751.XSHG,2017-09-29,69.1393,1.3826,0.0971,-15.0213
2666,600753.XSHG,2017-09-29,428.22,24.3479,51.0914,-18.6154
2667,600754.XSHG,2017-09-29,37.2325,2.3747,2.3955,-37.4386
2668,600755.XSHG,2017-09-29,13.3156,1.8236,0.1293,30.7506
2669,600756.XSHG,2017-09-29,60.8728,3.2291,4.4961,65.2601
2670,600757.XSHG,2017-09-29,13.8702,1.6072,0.8422,-20.8953
2671,600758.XSHG,2017-09-29,14.2171,2.148,1.4317,38.148
2672,600759.XSHG,2017-09-29,-571.5441,2.4259,6.2365,97.6879
2673,600760.XSHG,2017-09-29,275.8114,28.1681,9.833,-140.6988
2674,600761.XSHG,2017-09-29,17.5945,1.7972,1.0222,28.6521
2675,600763.XSHG,2017-09-29,49.6166,9.2026,7.5236,136.2292
2676,600764.XSHG,2017-09-29,262.6612,22.7013,44.6869,32.0827
2677,600765.XSHG,2017-09-29,39.9494,3.0837,2.0622,-395.6235
2678,600766.XSHG,2017-09-29,988.0818,47.4134,248.9109,10761.7451
2679,600767.XSHG,2017-09-29,-43.5101,13.3485,24.8237,-1887.5092
2680,600768.XSHG,2017-09-29,122.4376,40.8963,2.5614,26.0141
2681,600769.XSHG,2017-09-29,1783.467,65.9785,59.8031,-237.646
2682,600770.XSHG,2017-09-29,277.4967,3.1049,14.0308,221.9525
2683,600771.XSHG,2017-09-29,73.7384,7.4261,12.7117,52.8866
2684,600773.XSHG,2017-09-29,141.4909,4.1368,5.5145,58.0219
2685,600774.XSHG,2017-09-29,232.3236,5.4956,3.2960000000000003,-765.8969
2686,600775.XSHG,2017-09-29,101.1742,3.4214,2.8146,102.1564
2687,600776.XSHG,2017-09-29,103.1235,3.4929,5.7369,1079.4119
2688,600777.XSHG,2017-09-29,-269.5895,2.059,107.6379,16.1797
2689,600778.XSHG,2017-09-29,-4.8411,2.4184,0.4058,3.9807
2690,600779.XSHG,2017-09-29,82.3252,18.0078,13.4038,157.9612
2691,600780.XSHG,2017-09-29,143.0524,1.3181,1.3026,21.3809
2692,600781.XSHG,2017-09-29,284.6044,10.1943,7.1675,62.5055
2693,600782.XSHG,2017-09-29,18.2127,1.9325,0.4307,13.2113
2694,600783.XSHG,2017-09-29,53.6863,3.6163,67.6657,39.0014
2695,600784.XSHG,2017-09-29,-190.9316,2.323,1.6653,-11.9837
2696,600785.XSHG,2017-09-29,38.9092,2.6683,0.7364,104.1167
2697,600787.XSHG,2017-09-29,46.285,2.2457,0.9873,28.2519
2698,600789.XSHG,2017-09-29,103.53200000000001,2.6634,1.9656,19.5071
2699,600790.XSHG,2017-09-29,18.2054,1.4153,8.2835,-269262.4062
2700,600791.XSHG,2017-09-29,320.4132,2.9454,8.3943,-13.2623
2701,600792.XSHG,2017-09-29,242.0595,1.9106,1.4732,-162.7623
2702,600793.XSHG,2017-09-29,20.4878,17.3773,3.9377,191.7044
2703,600794.XSHG,2017-09-29,-63.575,2.9351,5.9878,-82.6852
2704,600795.XSHG,2017-09-29,23.6955,1.3942,1.107,270.2595
2705,600796.XSHG,2017-09-29,59.775,4.2283,5.8509,-96.6949
2706,600797.XSHG,2017-09-29,43.0319,3.7939,4.3936,-193.6273
2707,600798.XSHG,2017-09-29,42.7974,2.1815,4.2136,-1272.5226
2708,600800.XSHG,2017-09-29,228.9884,58.402,36.6236,-80.5909
2709,600801.XSHG,2017-09-29,18.4407,2.0461,1.2592,24.4805
2710,600802.XSHG,2017-09-29,43.1396,4.8875,2.2072,290.914
2711,600803.XSHG,2017-09-29,30.3908,2.971,1.6045,23.6609
2712,600804.XSHG,2017-09-29,37.6649,4.2198,3.2544,10.804
2713,600805.XSHG,2017-09-29,173.9178,1.0163,4.3237,-37.9217
2714,600806.XSHG,2017-09-29,-13.4103,12.9805,5.3488,291.5605
2715,600807.XSHG,2017-09-29,69.9952,4.603,4.2496,10.5208
2716,600808.XSHG,2017-09-29,14.6405,1.6532,0.5671,54.7644
2717,600809.XSHG,2017-09-29,56.2166,10.7985,8.8223,422.8324
2718,600810.XSHG,2017-09-29,37.6667,1.4416,0.3278,-12.8497
2719,600811.XSHG,2017-09-29,25.8623,0.9618,2.5805,-20.8146
2720,600812.XSHG,2017-09-29,171.7003,1.7890000000000001,1.1639,-33.914
2721,600814.XSHG,2017-09-29,42.3836,3.3516,1.3397,37.6944
2722,600815.XSHG,2017-09-29,-2.0219,8.3423,1.3271,-14.6272
2723,600816.XSHG,2017-09-29,17.7229,4.0867,10.4035,117.3712
2724,600817.XSHG,2017-09-29,903.4961,24.2006,457.7071,98.7343
2725,600818.XSHG,2017-09-29,67.1378,11.0452,10.4093,3950.6663
2726,600819.XSHG,2017-09-29,27.1369,2.1351,2.0716,55.6532
2727,600820.XSHG,2017-09-29,17.7739,1.7307,1.0341,14.0268
2728,600821.XSHG,2017-09-29,-21.0475,8.9522,16.4808,-26.2985
2729,600822.XSHG,2017-09-29,231.0416,10.734000000000002,0.9670000000000001,-178.6044
2730,600823.XSHG,2017-09-29,9.4784,0.9615,1.1676,4.1919
2731,600824.XSHG,2017-09-29,38.5776,2.937,2.4802,83.3982
2732,600825.XSHG,2017-09-29,173.3419,2.9292,5.1666,-48.6486
2733,600826.XSHG,2017-09-29,39.0323,1.9937,2.4257,-6.8286
2734,600827.XSHG,2017-09-29,32.1092,1.649,0.5811,52.4511
2735,600828.XSHG,2017-09-29,19.4544,3.1625,1.0414,-52.5125
2736,600829.XSHG,2017-09-29,29.8157,4.7416,0.8358,-82.0866
2737,600830.XSHG,2017-09-29,50.6726,2.0853,2.2419,57.9755
2738,600831.XSHG,2017-09-29,43.3325,2.0894,2.2685,14.4389
2739,600833.XSHG,2017-09-29,80.6854,5.3503,2.4414,176.238
2740,600834.XSHG,2017-09-29,86.3459,3.7041,7.1645,1324.4771
2741,600835.XSHG,2017-09-29,15.0558,2.1396,1.0445,16.4115
2742,600836.XSHG,2017-09-29,-152.6419,4.8576,2.9798,52.2273
2743,600837.XSHG,2017-09-29,21.7872,1.5463,5.9137,-5.9414
2744,600838.XSHG,2017-09-29,53.7898,4.2251,50.996,473.1085
2745,600839.XSHG,2017-09-29,65.4948,1.2812,0.2343,12.3287
2746,600841.XSHG,2017-09-29,104.6833,3.2521,3.7914,116.2604
2747,600843.XSHG,2017-09-29,43.2258,3.5382,2.4913,132.815
2748,600844.XSHG,2017-09-29,-143.0424,3.5731,7.3096,65.4792
2749,600845.XSHG,2017-09-29,38.7361,3.1372,3.1213,87.5889
2750,600846.XSHG,2017-09-29,46.8021,4.8656,2.8401,8.2773
2751,600847.XSHG,2017-09-29,-63.3655,3.5021,5.5408,-27.024
2752,600848.XSHG,2017-09-29,61.506,4.9484,14.543,38.4911
2753,600850.XSHG,2017-09-29,30.7023,4.6462,1.4201,-35.5449
2754,600851.XSHG,2017-09-29,361.8839,2.7798,11.0891,-257.0853
2755,600853.XSHG,2017-09-29,68.0085,3.775,0.379,3.3682
2756,600854.XSHG,2017-09-29,89.0745,1.7479,11.9178,15.8955
2757,600855.XSHG,2017-09-29,132.761,7.2266,5.1969,-514.0367
2758,600856.XSHG,2017-09-29,30.2741,3.1437,2.5238,-42.0285
2759,600857.XSHG,2017-09-29,73.6031,4.2689,3.0104,-66.5295
2760,600858.XSHG,2017-09-29,252.0745,1.4144,0.3321,-35.7455
2761,600859.XSHG,2017-09-29,20.6058,1.4091,0.7186,15.5952
2762,600860.XSHG,2017-09-29,-24.2853,6.0951,3.3751,-81.1981
2763,600861.XSHG,2017-09-29,41.0257,1.6742,1.5856,68.3772
2764,600862.XSHG,2017-09-29,66.1211,4.8974,4.9125,33.6164
2765,600863.XSHG,2017-09-29,84.1515,1.7417,1.8316,93.6784
2766,600864.XSHG,2017-09-29,44.1088,1.3207,7.7367,-10.8701
2767,600865.XSHG,2017-09-29,56.8303,2.2394,3.6429,-144.4272
2768,600866.XSHG,2017-09-29,2345.7683,3.3478,5.4434,59.3195
2769,600867.XSHG,2017-09-29,44.8665,8.0566,14.165999999999999,117.0609
2770,600868.XSHG,2017-09-29,64.2034,3.8717,29.8498,87.1319
2771,600869.XSHG,2017-09-29,85.9055,2.8899,1.1093,-18.6095
2772,600870.XSHG,2017-09-29,-439.8024,317.2915,23.3279,-590.4139
2773,600871.XSHG,2017-09-29,-3.2071,7.0492,1.0107,-114.2635
2774,600872.XSHG,2017-09-29,43.7621,6.7549,5.4219,325.8754
2775,600873.XSHG,2017-09-29,15.8125,2.2729,1.7639,14.4351
2776,600874.XSHG,2017-09-29,50.59,4.9383,11.5721,117.7208
2777,600875.XSHG,2017-09-29,-22.8741,1.1316,0.8222,6.6897
2778,600876.XSHG,2017-09-29,313.4047,22.9711,29.3958,495.4771
2779,600877.XSHG,2017-09-29,-29.1918,-17.9496,6.5043,71.4093
2780,600879.XSHG,2017-09-29,45.3685,2.1617,1.9266,352.2032
2781,600880.XSHG,2017-09-29,286.6179,1.9040000000000001,7.2985,-23.7024
2782,600881.XSHG,2017-09-29,104.2862,1.2421,1.6116,7.9813
2783,600882.XSHG,2017-09-29,69.1592,3.3975,5.0181,6.3964
2784,600883.XSHG,2017-09-29,45.6849,3.9413,153.5321,909.1843
2785,600884.XSHG,2017-09-29,60.8006,3.1477,3.9329,-139.8766
2786,600885.XSHG,2017-09-29,33.5232,5.9897,3.9119,707.6632
2787,600886.XSHG,2017-09-29,13.3891,1.7424,1.6551,1845.3065
2788,600887.XSHG,2017-09-29,28.7513,7.347,2.6114,22.0811
2789,600888.XSHG,2017-09-29,68.2931,1.8752,1.4085,-19.8392
2790,600889.XSHG,2017-09-29,27.6544,2.1630000000000003,1.7648,-510.2616
2791,600890.XSHG,2017-09-29,-150.3907,24.3882,661.8609,-158.4939
2792,600891.XSHG,2017-09-29,35.3844,1.715,0.7612,24.8564
2793,600892.XSHG,2017-09-29,40.7931,3.64,17.4301,-22.1518
2794,600893.XSHG,2017-09-29,72.9749,2.8014,3.1216,-86.4445
2795,600894.XSHG,2017-09-29,9.9736,1.4703,2.0303,-49.2567
2796,600895.XSHG,2017-09-29,34.794000000000004,3.13,18.4788,-128.1949
2797,600896.XSHG,2017-09-29,90.9299,3.2430000000000003,14.1382,-12.8319
2798,600897.XSHG,2017-09-29,17.9647,2.5019,4.6296,36.9174
2799,600898.XSHG,2017-09-29,-588.922,9.41,2.47,68.1728
2800,600900.XSHG,2017-09-29,15.5392,3.1548,6.8839999999999995,-392.2071
2801,600908.XSHG,2017-09-29,18.0308,1.9124,6.3384,-2.2995
2802,600909.XSHG,2017-09-29,51.7555,3.2575,20.0375,-43.3533
2803,600917.XSHG,2017-09-29,39.5291,3.8665,2.5231,-44.5522
2804,600919.XSHG,2017-09-29,8.5722,1.1173,2.9747,1.2928
2805,600926.XSHG,2017-09-29,12.1381,1.2708,3.7776,0.9357
2806,600936.XSHG,2017-09-29,55.342,3.6263,4.7946,63.4722
2807,600939.XSHG,2017-09-29,68.6974,3.3767,0.3881,16.0718
2808,600958.XSHG,2017-09-29,35.832,2.4992,11.5909,-10.1751
2809,600959.XSHG,2017-09-29,49.1901,3.1689999999999996,5.9249,77.8531
2810,600960.XSHG,2017-09-29,43.0865,1.7368,3.6034,6.8587
2811,600961.XSHG,2017-09-29,333.0658,32.5565,0.3865,14.8683
2812,600962.XSHG,2017-09-29,-523.0077,4.5563,4.1664,80.2202
2813,600963.XSHG,2017-09-29,129.5119,1.6375,2.5297,108.1883
2814,600965.XSHG,2017-09-29,63.3352,5.9407,7.9774,-218.81099999999998
2815,600966.XSHG,2017-09-29,17.8666,2.1414,1.1331,-85.8557
2816,600967.XSHG,2017-09-29,44.6691,3.0867,2.271,11.386
2817,600969.XSHG,2017-09-29,41.7862,1.1695,1.5899,-20.925
2818,600970.XSHG,2017-09-29,22.5156,2.0175,0.754,5.0826
2819,600971.XSHG,2017-09-29,18.66,1.7473,1.8795,6.856
2820,600973.XSHG,2017-09-29,28.7108,1.9515,0.4439,-18.6911
2821,600975.XSHG,2017-09-29,44.8085,3.5527,2.4325,-11.6944
2822,600976.XSHG,2017-09-29,57.3267,3.8783,1.5169,-25.3846
2823,600977.XSHG,2017-09-29,35.3137,3.3763,4.0733,7.7738
2824,600978.XSHG,2017-09-29,19.4286,1.9978,2.2644,9.4732
2825,600979.XSHG,2017-09-29,22.4861,1.6237,2.7351,-59.2771
2826,600980.XSHG,2017-09-29,75.7121,5.6541,6.7076,102.163
2827,600981.XSHG,2017-09-29,28.9926,2.0773,0.4881,-37.2564
2828,600982.XSHG,2017-09-29,32.9744,1.4628,2.5105,29.1315
2829,600983.XSHG,2017-09-29,71.6495,1.7121,0.9407,49.1954
2830,600984.XSHG,2017-09-29,42.3107,1.3989,2.9285,61126.3984
2831,600985.XSHG,2017-09-29,43.2543,2.2592,4.2477,12.7764
2832,600986.XSHG,2017-09-29,25.4043,2.0266,1.5136,36.3705
2833,600987.XSHG,2017-09-29,13.829,2.3586,2.3586,-301.4422
2834,600988.XSHG,2017-09-29,31.0772,3.7897,4.3602,28.8962
2835,600990.XSHG,2017-09-29,71.9119,4.8137,3.0148,42.3513
2836,600992.XSHG,2017-09-29,158.4453,2.5831,2.2236,42.3348
2837,600993.XSHG,2017-09-29,32.4028,4.3878,4.4562,460.4305
2838,600995.XSHG,2017-09-29,22.2237,3.0532,2.7735,32.5063
2839,600996.XSHG,2017-09-29,28.2965,3.1549,5.5664,10.9448
2840,600997.XSHG,2017-09-29,20.6014,1.4016,0.7797,-166.4606
2841,600998.XSHG,2017-09-29,25.715999999999998,3.5638,0.5142,50.7071
2842,600999.XSHG,2017-09-29,25.0793,2.3776,11.5968,-12.8022
2843,601000.XSHG,2017-09-29,16.2556,1.6661,4.2118,29.5784
2844,601001.XSHG,2017-09-29,31.3944,2.2172,1.3103,5.3101
2845,601002.XSHG,2017-09-29,56.4713,3.1007,2.9728,-40.1178
2846,601003.XSHG,2017-09-29,37.3639,3.8704,0.5729,10.8161
2847,601005.XSHG,2017-09-29,-2.4492,-8.0115,1.5515,18.3336
2848,601006.XSHG,2017-09-29,11.7079,1.3880000000000001,2.5629,-27.8542
2849,601007.XSHG,2017-09-29,49.7404,2.5775,4.183,66.4943
2850,601008.XSHG,2017-09-29,961.1693,1.8728,5.052,33.2957
2851,601009.XSHG,2017-09-29,7.4513,1.2725,2.7876,-28.8463
2852,601010.XSHG,2017-09-29,28.4531,1.8530000000000002,1.1291,51.1567
2853,601011.XSHG,2017-09-29,131.8734,3.3156,7.8634,190.0647
2854,601012.XSHG,2017-09-29,30.5939,5.275,5.1673,18.8779
2855,601015.XSHG,2017-09-29,38.5376,3.6944,1.2583,138.3664
2856,601016.XSHG,2017-09-29,58.0656,2.3885,9.9509,-67.5977
2857,601018.XSHG,2017-09-29,31.666999999999998,2.2025,4.9235,71.3453
2858,601020.XSHG,2017-09-29,50.7912,8.2269,18.6643,148.6362
2859,601021.XSHG,2017-09-29,34.994,3.4516,2.8033,-33.0447
2860,601028.XSHG,2017-09-29,-11.0824,3.8024,4.2894,5.3955
2861,601038.XSHG,2017-09-29,87.4525,1.7965,1.0665,13.8496
2862,601058.XSHG,2017-09-29,49.3008,1.9437,0.684,38.4183
2863,601069.XSHG,2017-09-29,85.9466,7.5677,11.7709,3831.8889
2864,601086.XSHG,2017-09-29,32.9986,1.7321,1.067,22.729
2865,601088.XSHG,2017-09-29,11.1962,1.8855,1.8517,18.8065
2866,601098.XSHG,2017-09-29,14.8438,2.1629,2.428,28.3881
2867,601099.XSHG,2017-09-29,71.378,2.4755,17.9497,-8.9293
2868,601100.XSHG,2017-09-29,56.251000000000005,3.1632,5.3578,36.9638
2869,601101.XSHG,2017-09-29,18.4634,1.6022,1.7776,20.5003
2870,601106.XSHG,2017-09-29,-5.4138,2.9544,4.7944,12.992
2871,601107.XSHG,2017-09-29,14.716,1.0362,1.6758,13.7641
2872,601111.XSHG,2017-09-29,18.9526,1.5921,1.068,38.7155
2873,601113.XSHG,2017-09-29,77.3707,3.1968,3.4361,17.1978
2874,601116.XSHG,2017-09-29,92.9654,6.8526,2.8148,96.4851
2875,601117.XSHG,2017-09-29,18.8754,1.2292,0.6296,15.7161
2876,601118.XSHG,2017-09-29,164.3446,3.1954,2.3864,119.7125
2877,601126.XSHG,2017-09-29,28.7999,1.9379,2.3557,39.7906
2878,601127.XSHG,2017-09-29,28.2355,5.0327,1.0037,14.3072
2879,601128.XSHG,2017-09-29,18.1129,1.9862,4.1463,-32.6119
2880,601137.XSHG,2017-09-29,34.3643,2.5493,1.6441,359.0513
2881,601139.XSHG,2017-09-29,23.8894,2.3748,2.0302,-301.1563
2882,601155.XSHG,2017-09-29,12.2075,2.6376,1.3353,6.8068
2883,601158.XSHG,2017-09-29,24.7287,2.512,7.6631,-47.758
2884,601163.XSHG,2017-09-29,27.4101,2.6008,2.6032,28.1455
2885,601166.XSHG,2017-09-29,6.4129,0.9785,2.4892,2.1688
2886,601168.XSHG,2017-09-29,66.752,1.8861,0.7952,-86.4975
2887,601169.XSHG,2017-09-29,7.4551,1.0777,2.7613,-1.835
2888,601177.XSHG,2017-09-29,1738.8512,2.2684,2.2796,48.4199
2889,601179.XSHG,2017-09-29,22.2396,1.4682,1.8868,46.7337
2890,601186.XSHG,2017-09-29,10.9557,1.2912,0.2472,-27.7636
2891,601188.XSHG,2017-09-29,19.9817,1.6151,12.2013,27.9279
2892,601198.XSHG,2017-09-29,43.8327,2.717,15.1821,-107.7525
2893,601199.XSHG,2017-09-29,19.3641,2.375,5.3102,-41.88399999999999
2894,601200.XSHG,2017-09-29,32.1483,3.3419,6.5423,76.5674
2895,601208.XSHG,2017-09-29,53.9746,1.9387,2.5581,-326.6924
2896,601211.XSHG,2017-09-29,19.6797,1.7628,8.1378,-5.3099
2897,601212.XSHG,2017-09-29,229.2875,4.9456,1.1033,130.0301
2898,601216.XSHG,2017-09-29,22.6731,2.9422,6.3448,-105.5134
2899,601218.XSHG,2017-09-29,47.7309,1.6573,2.9443,-54.3054
2900,601222.XSHG,2017-09-29,24.112,1.8648,4.8257,34.6306
2901,601225.XSHG,2017-09-29,11.0317,2.2937,1.8948,12.2762
2902,601226.XSHG,2017-09-29,-51.7306,2.1738,1.7939,-79.8517
